FID,country_name,site_name,borehole_name,permafrost_zone,longitude,latitude,elevation,depth,geom_ref,data_start,data_end,responsible_person,responsible_person_name,id_orga
tsp.891,Italy,Monti Foscagno,Monti Foscagno S1,Discontinuous,10.2096,46.4747,2550,15.9,POINT (10.209553 46.474667),,,23,Mauro Guglielmin,10
tsp.892,Italy,Monti Foscagno,Monti Foscagno PACE,Discontinuous,10.211,46.4755,2510,22.82,POINT (10.210972 46.475528),,,23,Mauro Guglielmin,10
tsp.893,Italy,LaFoppa,La Foppa,Discontinuous,10.1833,46.4833,2475.1113,3,POINT (10.183333 46.483333),,,23,Mauro Guglielmin,10
tsp.894,Italy,Stelvio Pass,PACE Stelvio,Mountain,10.4764,46.5164,3000,100.3,POINT (10.476389 46.516389),,,23,Mauro Guglielmin,10
tsp.895,Italy,Monte Zandila,Zandila,Discontinuous,10.3082,46.3922,2570,23.75,POINT (10.30825 46.39225),,,23,Mauro Guglielmin,10
tsp.896,Russia,Lensk,Lensk,Sporadic,114.8684,60.717,196,11,POINT (114.86838 60.71698),,,81,Mikail Zheleznyak,45
tsp.897,Antarctica,Progress station,Larseman Hills Progress station,Unknown,76.3433,-69.4039,96,3.6,POINT (76.343333 -69.403889),,,31,Andrey Abramov,14
tsp.898,Antarctica,Marambio Island,Marambio Island,Unknown,-56.6167,-64.2333,200,8,POINT (-56.616667 -64.233333),,,22,Jorge Strelin,6
tsp.899,Antarctica,James Ross Island,James Ross Island,Unknown,-57.6667,-63.9,25,8.3,POINT (-57.666667 -63.9),,,23,Mauro Guglielmin,10
tsp.900,Antarctica,Hope Bay,Hope Bay 1,Unknown,-57.0088,-63.3987,50,1.2,POINT (-57.008808 -63.398706),,,21,Carlos Schaefer,9
tsp.901,Antarctica,Rothera Point,Rothera Point,Unknown,-68.1207,-67.572,31,31,POINT (-68.120683 -67.57195),,,23,Mauro Guglielmin,10
tsp.902,Antarctica,Deception Island,Irizar 1. Deception Island,Unknown,-60.717,-62.98,130,0.8,POINT (-60.717 -62.98),,,29,Gonçalo Vieira,15
tsp.903,Antarctica,Deception Island,Irizar 2. Deception Island,Unknown,-60.718,-62.98,130,0.8,POINT (-60.718 -62.98),2009,2015,29,Gonçalo Vieira,15
tsp.904,Antarctica,Hurd - St Kl Ohridski Station,Ohridski 3 – Station. Livingston Island,Unknown,-60.364,-62.6414,25,8,POINT (-60.36397 -62.64142),,,29,Gonçalo Vieira,15
tsp.905,Antarctica,Hurd - St Kl Ohridski Station,Ohridski 1 – CALM. Livingston Island,Unknown,-60.3623,-62.6468,136,4,POINT (-60.362306 -62.646806),,,29,Gonçalo Vieira,15
tsp.906,Antarctica,Hurd - St Kl Ohridski Station,Ohridski 2 – Papagal. Livingston Island,Unknown,-60.3637,-62.6484,147,5,POINT (-60.363694 -62.648389),,,29,Gonçalo Vieira,15
tsp.907,Antarctica,Hurd - Juan Carlos I Station,Byers Peninsula 3. Livingston Island,Unknown,-61.073,-62.6395,108,0.5,POINT (-61.073028 -62.639508),,,21,Carlos Schaefer,9
tsp.908,Antarctica,Signy Island,Signy Island,Unknown,-45.5833,-60.7,90,2.5,POINT (-45.58333 -60.7),,,23,Mauro Guglielmin,10
tsp.909,Antarctica,Taylor Valley,Taylor Valley-New Harbor borehole,Unknown,163.4877,-77.5786,18,4.61,POINT (163.48769 -77.57862),,,26,Ron Sletten,4
tsp.910,Antarctica,Taylor Valley,Taylor Valley-New Harbor active layer,Unknown,163.4877,-77.5786,18,1.22,POINT (163.48769 -77.57862),,,26,Ron Sletten,4
tsp.911,Antarctica,Taylor Valley,Commonwealth,Continuous,163.4161,-77.5887,20,282,POINT (163.41607 -77.5887),,,34,Gary D. Clow,18
tsp.912,Antarctica,Marble Point,Marble Point 1,Unknown,163.6808,-77.4073,85,30.25,POINT (163.680833 -77.40732),,,23,Mauro Guglielmin,10
tsp.913,Antarctica,Marble Point,Marble Point 2,Unknown,163.6808,-77.4198,85.1208,1.2,POINT (163.68083 -77.41983),,,142,Ron Frank Paetzold,12
tsp.914,Antarctica,Granite Harbour,Granite Harbour,Unknown,162.517,-77,5,0.9,POINT (162.517 -77),,,25,Cathy Seybold,12
tsp.915,Antarctica,Victoria Valley,Victoria Valley,Unknown,161.6005,-77.331,415,1.2,POINT (161.60052 -77.33099),,,26,Ron Sletten,4
tsp.916,Antarctica,Victoria Valley,Victoria Valley 2,Unknown,161.601,-77.331,401.3418,14.66,POINT (161.601 -77.33095),,,26,Ron Sletten,4
tsp.917,Antarctica,Wright Valley,Wright Valley,Unknown,161.85,-77.517,150,1.2,POINT (161.85 -77.517),,,25,Cathy Seybold,12
tsp.918,Antarctica,Wright Valley,Bull Pass,Unknown,161.85,-77.517,150,29.75,POINT (161.85 -77.517),,,23,Mauro Guglielmin,10
tsp.919,Canada,Iqaluit,Iqaluit,Continuous,-68.4753,63.4703,109,5,POINT (-68.475278 63.470278),,,101,Barry Goodison,52
tsp.926,Russia,Cherskii,Chukochy Cape,Continuous,159.9167,70.07,38.6128,25,POINT (159.916666 70.07),2007,2012,80,Dmitry Fedorov-Davydov,14
tsp.927,Canada,Mackenzie River,Manner\\\'s Creek B/T4/85-8B,Sporadic,-121.0908,61.6025,198,20,POINT (-121.09083333 61.6025),,,39,Sharon Smith,8
tsp.928,Canada,Rocky Mountains,Marmot Basin #2,Isolated Patches,-118.1128,52.7935,2187.2771,16.8,POINT (-118.11275 52.79347222),,,57,Stuart Harris,36
tsp.929,Canada,Mackenzie River,Steep Creek Base (Steep-01),Discontinuous,-124.3742,64.1903,147.8354,14,POINT (-124.37416667 64.19027778),,,39,Sharon Smith,8
tsp.930,Canada,Mackenzie River,Steep Creek Mid (Steep-03),Discontinuous,-124.3747,64.1853,146.5891,20.7,POINT (-124.3747222 64.1852778),,,39,Sharon Smith,8
tsp.931,Canada,Herschel Island,Herschel Island,Continuous,-139.0833,69.5833,98.6991,42,POINT (-139.0833333 69.5833333),,,7,Chris R. Burn,1
tsp.932,Canada,Mackenzie River,Little Smith LS-01,Discontinuous,-124.7397,64.4317,66.5268,20.6,POINT (-124.73972222 64.43166667),,,39,Sharon Smith,8
tsp.933,Mongolia,Nalaikh,Nalaikh M2a depression (north slope),Isolated Patches,107.25,47.7544,1508.5725,100,POINT (107.25 47.75444444),,,62,Natsagdorj Sharkhuu,39
tsp.934,Mongolia,Tov,Nalaikh M2a depression (North slope),Isolated Patches,107.15,47.4516,1549.19,14,POINT (107.15 47.4516),,,62,Natsagdorj Sharkhuu,39
tsp.935,Mongolia,Nalaikh,Nalaikh M2b depression (pingo),Isolated Patches,107.3383,47.7764,1401.7247,8,POINT (107.33833333 47.77638889),,,62,Natsagdorj Sharkhuu,39
tsp.936,Mongolia,Nalaikh,Nalaikh M2e depression (South-Western slope),Isolated Patches,107.2875,47.7708,1434.4343,10,POINT (107.2875 47.77083333),,,62,Natsagdorj Sharkhuu,39
tsp.937,Mongolia,Khuvsgul,Ardag M5b,Continuous,100.1624,50.6562,2055,10,POINT (100.162417 50.65625),,,62,Natsagdorj Sharkhuu,39
tsp.938,Mongolia,Arkhangai,Terkh M6a (valley bottom),Continuous,99.3783,48.0819,2074.9106,15,POINT (99.37833333 48.08194444),,,62,Natsagdorj Sharkhuu,39
tsp.939,Mongolia,Nalaikh,Nalaikh M2c depression (south-eastern slope),Isolated Patches,107.2917,47.7728,66.5268,30,POINT (107.29166667 47.77277778),,,62,Natsagdorj Sharkhuu,39
tsp.940,Mongolia,Khuvsgul,Darhad M13a depression (Huurchin plain),Continuous,99.4976,51.1873,1547.9233,92,POINT (99.49755556 51.18730556),,,62,Natsagdorj Sharkhuu,39
tsp.941,Mongolia,Khuvsgul,Darhad M13  depression (Tsagaan nuur),Continuous,99.3591,51.3556,1535.8192,20,POINT (99.35913889 51.35563889),,,62,Natsagdorj Sharkhuu,39
tsp.942,Mongolia,Khuvsgul,Darhad depression (near Rinchinlkhumbe),Continuous,99.6371,51.1148,66.5268,5,POINT (99.63705556 51.11483333),,,62,Natsagdorj Sharkhuu,39
tsp.943,Mongolia,Khuvsgul,Darhad M13c depression (Sharga Ganga),Continuous,99.4797,51.3586,1547.9054,5,POINT (99.47972222 51.35858333),,,62,Natsagdorj Sharkhuu,39
tsp.944,Mongolia,Burenkhan,Burenkhan M4b (Sukhbulag valley),Sporadic,100.1676,49.7041,1457.6727,10.5,POINT (100.16755556 49.70405556),,,62,Natsagdorj Sharkhuu,39
tsp.945,Mongolia,Khuvsgul,M12 Borsog borehole No17,Continuous,100.7271,50.9703,1648.5797,5,POINT (100.72711111 50.97025),,,62,Natsagdorj Sharkhuu,39
tsp.946,Mongolia,Khuvsgul,M12B Borsog borehole No20,Continuous,100.7286,50.9745,66.5268,5,POINT (100.72858333 50.9745),,,62,Natsagdorj Sharkhuu,39
tsp.947,Mongolia,Khuvsgul,M12C Shagnuul borehole No10,Continuous,100.8447,50.2545,1452.601,10,POINT (100.84472222 50.25452778),,,62,Natsagdorj Sharkhuu,39
tsp.948,Mongolia,Khuvsgul,Hatgal M11b (office house),Continuous,100.1605,50.4333,1659,10,POINT (100.16047222 50.43325),,,62,Natsagdorj Sharkhuu,39
tsp.949,Russia,Yakutsk,Tuymada-21,Continuous,129.6568,62.0134,122.4742,21,POINT (129.65685 62.01338),,,137,Pavel Skryabin,45
tsp.950,Russia,Yakutsk,Chabada 8-82,Continuous,129.4444,61.9278,184.765,30,POINT (129.44444444 61.92777778),1982,2017,137,Pavel Skryabin,45
tsp.951,Russia,Yakutsk,Tamma 11-87,Continuous,129.7578,61.7297,156.2375,12,POINT (129.7578 61.72966),1987,2017,137,Pavel Skryabin,45
tsp.952,Russia,Yakutsk,Tamma 12/87,Continuous,129.8333,61.7,156.2375,12,POINT (129.83333333 61.7),,,137,Pavel Skryabin,45
tsp.953,Russia,Yakutsk,Bes-Kuel 59/87,Continuous,129.3056,61.3333,209.8197,24,POINT (129.30555556 61.33333333),,,137,Pavel Skryabin,45
tsp.954,Russia,Yakutsk,Verkhnyaya Lutenga 11-95,Continuous,128.8333,60.9278,413.9136,11,POINT (128.83333333 60.92777778),1995,2017,137,Pavel Skryabin,45
tsp.956,Russia,Vorkuta,UP33,Sporadic,64.4833,67.4,137.7289,130,POINT (64.48333333 67.4),,,138,Ivan Valentinovich Derevyanko,72
tsp.957,Russia,Vorkuta,UP34,Sporadic,64.5,67.4167,66.5268,90.2,POINT (64.5 67.41666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.958,Russia,Vorkuta,UK-289,Continuous,64.2,67.55,218.8178,105.4,POINT (64.2 67.55),,,138,Ivan Valentinovich Derevyanko,72
tsp.959,Russia,Vorkuta,PK-3711,Continuous,64.8,67.9667,215.7251,691,POINT (64.8 67.96666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.960,Russia,Vorkuta,3C-65,Discontinuous,63.3333,67.3833,183.087,25.2,POINT (63.33333333 67.38333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.961,Russia,Vorkuta,3C-124/124 A,Discontinuous,63.3833,67.4,152.3003,31.2,POINT (63.38333333 67.4),,,138,Ivan Valentinovich Derevyanko,72
tsp.962,Russia,Vorkuta,DC-4/VI-74g,Discontinuous,63.3667,67.3833,171.965,25,POINT (63.36666667 67.38333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.963,Russia,Vorkuta,P-9,Discontinuous,62.35,67.3333,90,28,POINT (62.35 67.33333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.964,Russia,Vorkuta,P-10,Continuous,62.3333,67.3333,90,42.2,POINT (62.33333333 67.33333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.965,Russia,Vorkuta,P-53A,Continuous,62.3667,67.3333,81.2692,17.3,POINT (62.36666667 67.33333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.966,Russia,Vorkuta,P-57,Continuous,62.4,67.3167,90,16.6,POINT (62.4 67.31666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.967,Russia,Vorkuta,P-60,Continuous,62.3667,67.35,89.979,19.2,POINT (62.36666667 67.35),,,138,Ivan Valentinovich Derevyanko,72
tsp.968,Russia,Vorkuta,KT-6,Continuous,62.4833,68.25,50.4814,25,POINT (62.48333333 68.25),,,138,Ivan Valentinovich Derevyanko,72
tsp.969,Russia,Vorkuta,KT-12,Continuous,62.4667,68.25,61.3515,23.5,POINT (62.46666667 68.25),,,138,Ivan Valentinovich Derevyanko,72
tsp.970,Russia,Vorkuta,Vorkuta K-2,Continuous,64.9333,69.2333,17.6552,16.35,POINT (64.93333333 69.23333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.971,Russia,Vorkuta,Vorkuta K-19,Continuous,64.9278,69.2458,3.4206,13.25,POINT (64.92777778 69.24583333),,,138,Ivan Valentinovich Derevyanko,72
tsp.972,Russia,Vorkuta,15,Continuous,63.0833,69.0833,228,250,POINT (63.08333333 69.08333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.973,Russia,Vorkuta,Vorkuta C-14,Continuous,64.6167,68.45,157.5378,188,POINT (64.61666667 68.45),,,138,Ivan Valentinovich Derevyanko,72
tsp.974,Russia,Vorkuta,C-17,Continuous,64.6667,68.4667,163.4457,151,POINT (64.66666667 68.46666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.975,Russia,Vorkuta,C-143,Continuous,66.5833,68.0167,309.0882,463,POINT (66.58333333 68.01666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.976,Russia,Vorkuta,C-164,Continuous,66.5667,68.0333,458.4956,297.8,POINT (66.56666667 68.03333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.977,Russia,Vorkuta,C-267,Continuous,66.6,68.0167,302.5714,690,POINT (66.6 68.01666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.978,Russia,Vorkuta,3 (Polar Ural),Continuous,66.75,67.8333,66.5268,10.6,POINT (66.75 67.83333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.979,Russia,Vorkuta,8 (Polar Ural),Continuous,66.75,67.8333,210.6776,14.5,POINT (66.75 67.83333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.980,Russia,Vorkuta,12 (Polar Ural),Continuous,66.65,67.8333,122.7257,13.5,POINT (66.65 67.83333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.981,Russia,Vorkuta,13 (Polar Ural),Continuous,66.8,67.8333,69.447,80.6,POINT (66.8 67.83333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.982,Russia,Vorkuta,EK-102,Continuous,65.5667,67.3167,250.0166,28,POINT (65.56666667 67.31666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.983,Russia,Vorkuta,Vorkuta 116,Continuous,65.5667,67.3167,250.0166,38,POINT (65.56666667 67.31666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.984,Russia,Vorkuta,41,Continuous,64.3833,66.8167,297.3835,300,POINT (64.38333333 66.81666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.985,Russia,Vorkuta,95,Continuous,62.8667,66.0833,439.9714,15,POINT (62.86666667 66.08333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.986,Russia,Vorkuta,100,Continuous,62.8667,66.0833,439.9714,7,POINT (62.86666667 66.08333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.987,Russia,Vorkuta,6 (Pre-Polar Ural),Continuous,61.0667,65.4333,440.1963,14.1,POINT (61.06666667 65.43333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.988,Russia,Vorkuta,PV-72,Continuous,61.1167,65.55,372.55,516,POINT (61.11666667 65.55),,,138,Ivan Valentinovich Derevyanko,72
tsp.989,Russia,Vorkuta,PV-94,Continuous,61.1167,65.5667,356.6439,327,POINT (61.11666667 65.56666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.990,Russia,Vorkuta,KCK-11,Continuous,59.7333,65.25,525.9736,421,POINT (59.73333333 65.25),,,138,Ivan Valentinovich Derevyanko,72
tsp.991,Russia,Vorkuta,3G,Continuous,60.25,65.2,780.5795,572,POINT (60.25 65.2),,,138,Ivan Valentinovich Derevyanko,72
tsp.992,Russia,Vorkuta,202,Continuous,60.2167,65.2167,984.4496,141,POINT (60.21666667 65.21666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.993,Russia,Vorkuta,210,Continuous,60.2167,65.2333,1159.3228,102,POINT (60.21666667 65.23333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.994,Russia,Vorkuta,13,Sporadic,61.9,66.3,66.5268,12.7,POINT (61.9 66.3),,,138,Ivan Valentinovich Derevyanko,72
tsp.995,Russia,Vorkuta,15 (European Pre-Ural),Sporadic,61.9333,66.3,84,15.8,POINT (61.93333333 66.3),,,138,Ivan Valentinovich Derevyanko,72
tsp.996,Russia,Vorkuta,72,Continuous,62.4,66.2,175.7378,13,POINT (62.4 66.2),,,138,Ivan Valentinovich Derevyanko,72
tsp.997,Russia,Vorkuta,33,Continuous,61.5,67.9667,138.8101,17,POINT (61.5 67.96666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.998,Russia,Vorkuta,45,Continuous,61.5667,67.9667,66.5268,16,POINT (61.56666667 67.96666667),,,138,Ivan Valentinovich Derevyanko,72
tsp.999,Russia,Vorkuta,51,Continuous,61.6667,67.9333,161.1651,14,POINT (61.66666667 67.93333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.1000,Russia,Vorkuta,62,Continuous,61.4333,67.95,141.36,16.5,POINT (61.43333333 67.95),,,138,Ivan Valentinovich Derevyanko,72
tsp.1001,Russia,Vorkuta,100 (Nenetskiy avtonomniy okrug),Continuous,61.5167,67.95,66.5268,15.9,POINT (61.51666667 67.95),,,138,Ivan Valentinovich Derevyanko,72
tsp.1002,Russia,Vorkuta,BGK-1,Continuous,60.5667,67.4,66.5268,510,POINT (60.56666667 67.4),,,138,Ivan Valentinovich Derevyanko,72
tsp.1003,Russia,Vorkuta,BGK-7,Continuous,60.4333,67.7333,119,600,POINT (60.43333333 67.73333333),,,138,Ivan Valentinovich Derevyanko,72
tsp.1004,Russia,Vorkuta,1023,Isolated Patches,57.1833,66.45,60.8718,520,POINT (57.18333333 66.45),,,138,Ivan Valentinovich Derevyanko,72
tsp.1005,Russia,Vorkuta,102,Isolated Patches,57.9833,66.0944,80.6503,480,POINT (57.98333333 66.09444444),,,138,Ivan Valentinovich Derevyanko,72
tsp.1007,Russia,Deputatskiy,0 (Deputatsky),Continuous,139.3167,69,462.3707,88,POINT (139.31666667 69),,,103,Alexander A. Vasiliev,43
tsp.1008,Russia,Deputatskiy,08 (Deputatsky),Continuous,139.3333,69,473.338,96,POINT (139.33333333 69),,,103,Alexander A. Vasiliev,43
tsp.1009,Russia,Deputatskiy,8 (Deputatsky),Continuous,139.3333,69.0167,504.0799,80,POINT (139.33333333 69.01666667),,,103,Alexander A. Vasiliev,43
tsp.1010,Russia,Deputatskiy,16 (Deputatsky),Continuous,139.3167,69,462.3707,82,POINT (139.31666667 69),,,103,Alexander A. Vasiliev,43
tsp.1011,Russia,Deputatskiy,24 (Deputatsky),Continuous,139.25,69.0167,523.3068,198,POINT (139.25 69.01666667),,,103,Alexander A. Vasiliev,43
tsp.1012,Russia,Deputatskiy,26 (Deputatsky),Continuous,139.3,69.0167,528.2929,60,POINT (139.3 69.01666667),,,103,Alexander A. Vasiliev,43
tsp.1013,Russia,Deputatskiy,40 (Deputatsky),Continuous,139.3333,68.9833,490.7271,200,POINT (139.33333333 68.98333333),,,103,Alexander A. Vasiliev,43
tsp.1014,Russia,Deputatskiy,120 (Deputatsky),Continuous,139.3,68.9833,452.2953,200,POINT (139.3 68.98333333),,,103,Alexander A. Vasiliev,43
tsp.1015,Russia,Deputatskiy,200 (Deputatsky),Continuous,139.2833,68.9833,435.9851,200,POINT (139.28333333 68.98333333),,,103,Alexander A. Vasiliev,43
tsp.1016,Russia,Yana Bay,90 (Yana Bay),Continuous,134.1631,70.6333,74.3964,60,POINT (134.16305556 70.63333333),,,103,Alexander A. Vasiliev,43
tsp.1017,Russia,Yana Bay,97 (Yana Bay),Continuous,134.0167,70.65,102.5579,201.5,POINT (134.01666667 70.65),,,103,Alexander A. Vasiliev,43
tsp.1018,Russia,Yana Bay,146 (Yana Bay),Continuous,134.35,70.6167,177.9359,142.2,POINT (134.35 70.61666667),,,103,Alexander A. Vasiliev,43
tsp.1019,Russia,Yana Bay,148 (Yana Bay),Continuous,134.35,70.6,205.9334,200,POINT (134.35 70.6),,,103,Alexander A. Vasiliev,43
tsp.1020,Russia,Yana Bay,150 (Yana Bay),Continuous,134.3333,70.6,183.5414,142.2,POINT (134.33333333 70.6),,,103,Alexander A. Vasiliev,43
tsp.1021,Russia,Yana Bay,152 (Yana Bay),Continuous,134.3667,70.6167,150.3234,76.2,POINT (134.36666667 70.61666667),,,103,Alexander A. Vasiliev,43
tsp.1022,Russia,Yana Bay,201 (Yana Bay),Continuous,134.5,70.65,246.0427,220,POINT (134.5 70.65),,,103,Alexander A. Vasiliev,43
tsp.1023,Russia,Yana Bay,207 (Yana Bay),Continuous,134.5167,70.6333,207.7351,104.5,POINT (134.51666667 70.63333333),,,103,Alexander A. Vasiliev,43
tsp.1024,Russia,Yana Bay,230 (Yana Bay),Continuous,134.2667,70.6,161.5123,116.4,POINT (134.26666667 70.6),,,103,Alexander A. Vasiliev,43
tsp.1025,Russia,Yana Bay,231 (Yana Bay),Continuous,134.2833,70.6167,161.3074,76.2,POINT (134.28333333 70.61666667),,,103,Alexander A. Vasiliev,43
tsp.1026,Russia,Yana Bay,302 (Yana Bay),Continuous,134.25,70.6,183.64,201,POINT (134.25 70.6),,,103,Alexander A. Vasiliev,43
tsp.1027,Russia,Yana Bay,304 (Yana Bay),Continuous,134.3333,70.6167,199.2947,171.1,POINT (134.33333333 70.61666667),,,103,Alexander A. Vasiliev,43
tsp.1028,Russia,Yana Bay,306 (Yana Bay),Continuous,134.3333,70.6167,199.2947,133,POINT (134.33333333 70.61666667),,,103,Alexander A. Vasiliev,43
tsp.1029,Russia,Yana Bay,307 (Yana Bay),Continuous,134.5333,70.6333,233.1626,211,POINT (134.53333333 70.63333333),,,103,Alexander A. Vasiliev,43
tsp.1030,Russia,Yana Bay,336 (Yana Bay),Continuous,134.3667,70.6333,138.4532,83.9,POINT (134.36666667 70.63333333),,,103,Alexander A. Vasiliev,43
tsp.1031,Russia,Yana Bay,337 (Yana Bay),Continuous,134.3333,70.6333,122.1769,198,POINT (134.33333333 70.63333333),,,103,Alexander A. Vasiliev,43
tsp.1032,Russia,Yana Bay,375 (Yana Bay),Continuous,134.55,70.65,250.3456,147,POINT (134.55 70.65),,,103,Alexander A. Vasiliev,43
tsp.1033,Russia,Dghanky,19 (Dghanky),Continuous,135.0833,69.5333,130.0972,95,POINT (135.08333333 69.53333333),,,103,Alexander A. Vasiliev,43
tsp.1034,Russia,Dghanky,39 (Dghanky),Continuous,135.1167,69.55,241.8816,95,POINT (135.11666667 69.55),,,103,Alexander A. Vasiliev,43
tsp.1035,Russia,Dghanky,142 (Dghanky),Continuous,135.0333,69.5333,215.0056,95,POINT (135.03333333 69.53333333),,,103,Alexander A. Vasiliev,43
tsp.1036,Russia,Dghanky,270 (Dghanky),Continuous,135.1,69.55,191.9326,76,POINT (135.1 69.55),,,103,Alexander A. Vasiliev,43
tsp.1037,Russia,Dghanky,287 (Dghanky),Continuous,135.1,69.5333,134.5526,95,POINT (135.1 69.53333333),,,103,Alexander A. Vasiliev,43
tsp.1038,Russia,Dghanky,316 (Dghanky),Continuous,135.0667,69.5333,155.1049,95,POINT (135.06666667 69.53333333),,,103,Alexander A. Vasiliev,43
tsp.1039,Russia,Dghanky,346 (Dghanky),Continuous,135.05,69.5333,194.7635,95,POINT (135.05 69.53333333),,,103,Alexander A. Vasiliev,43
tsp.1040,Russia,Dghanky,403 (Dghanky),Continuous,135.0667,69.5333,155.1049,95,POINT (135.06666667 69.53333333),,,103,Alexander A. Vasiliev,43
tsp.1041,Russia,Dghanky,411 (Dghanky),Continuous,135.1,69.55,191.9326,95,POINT (135.1 69.55),,,103,Alexander A. Vasiliev,43
tsp.1042,Russia,Russkoye Ustye,23 (Russkoye Ustye),Continuous,141.8167,71.1167,57.2771,207,POINT (141.81666667 71.11666667),,,103,Alexander A. Vasiliev,43
tsp.1043,Russia,Russkoye Ustye,28a (Russkoye Ustye),Continuous,141.7667,71.1167,127.5765,500,POINT (141.76666667 71.11666667),,,103,Alexander A. Vasiliev,43
tsp.1044,Russia,Russkoye Ustye,32 (Russkoye Ustye),Continuous,141.7667,71.1167,127.5765,260,POINT (141.76666667 71.11666667),,,103,Alexander A. Vasiliev,43
tsp.1045,Russia,Russkoye Ustye,36 (Russkoye Ustye),Continuous,141.7667,71.1167,127.5765,83.3,POINT (141.76666667 71.11666667),,,103,Alexander A. Vasiliev,43
tsp.1046,Russia,Russkoye Ustye,37 (Russkoye Ustye),Continuous,141.7833,71.1167,89.6112,156.4,POINT (141.78333333 71.11666667),,,103,Alexander A. Vasiliev,43
tsp.1047,Russia,Russkoye Ustye,45 (Russkoye Ustye),Continuous,141.7833,71.1167,89.6112,116.4,POINT (141.78333333 71.11666667),,,103,Alexander A. Vasiliev,43
tsp.1048,Russia,Russkoye Ustye,60 (Russkoye Ustye),Continuous,141.7667,71.1167,127.5765,226,POINT (141.76666667 71.11666667),,,103,Alexander A. Vasiliev,43
tsp.1049,Russia,Russkoye Ustye,66 (Russkoye Ustye),Continuous,141.7667,71.1167,127.5765,276,POINT (141.76666667 71.11666667),,,103,Alexander A. Vasiliev,43
tsp.1050,Russia,Russkoye Ustye,69 (Russkoye Ustye),Continuous,141.7667,71.1167,127.5765,123.2,POINT (141.76666667 71.11666667),,,103,Alexander A. Vasiliev,43
tsp.1051,Russia,Marre Sale,"Marre-Sale, N1",Continuous,66.5,69.7,-18.0257,10,POINT (66.5 69.7),,,139,Alexander V. Pavlov,43
tsp.1052,Russia,Marre Sale,"Marre-Sale, N2",Continuous,66.5,69.7,-18.0257,10,POINT (66.5 69.7),,,139,Alexander V. Pavlov,43
